#(V05.02.04C) EGD Point List Report for PTT_1609256_59_T1,,,,,,,,,,,,,,,,,,
Entry No,Variable,Point Name,Point Offset,Direction,Data Type,CIMPLICITY Resource,Units,Producer ID,Period(ms),Exchange Name,Destination,Description,Alias,Second Language Description,Path,Format Specification,,
2853,LK26CTH,EGD.ProducedPages.Constants.Exchange9.Point_102,09.0404.0,ReadOnly,REAL,,,1701122220,1000,Exchange9,172.16.111.255,Turbine Control Panel Temperature Alarm Setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:LK26CTH,,,
2854,K65SVH_ALM,EGD.ProducedPages.Constants.Exchange9.Point_186,09.0740.0,ReadOnly,REAL,,psi,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal primary vent flow high alm value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K65SVH_ALM,PRESS,,
2855,K63SDF1,EGD.ProducedPages.Constants.Exchange9.Point_49,09.0192.0,ReadOnly,REAL,,psid,1701122220,1000,Exchange9,172.16.111.255,Starting device filter diff. press. value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SDF1,PRESSD,,
2856,K26SDA,EGD.ProducedPages.Constants.Exchange9.Point_48,09.0188.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,Starting device clutch diff. temp. high value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26SDA,TC_DIF,,
2857,K63SGC_SP_MX,EGD.ProducedPages.Constants.Exchange9.Point_45,09.0176.0,ReadOnly,REAL,,psid,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal buffer gas ctrl.#C setp.max.value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SGC_SP_MX,PRESSD,,
2858,K33SD_HIGNRT,EGD.ProducedPages.Constants.Exchange9.Point_44,09.0172.0,ReadOnly,REAL,,%/s,1701122220,1000,Exchange9,172.16.111.255,Start.dev. ignition acc. postflame swashplate rate,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K33SD_HIGNRT,PCT_S,,
2859,K63SGD_SP_RT,EGD.ProducedPages.Constants.Exchange9.Point_47,09.0184.0,ReadOnly,REAL,,psi/s,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal buffer gas ctrl.#D setp.rate,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SGD_SP_RT,PRS_S,,
2860,K26BT,EGD.ProducedPages.Constants.Exchange9.Point_46,09.0180.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,Turbine enclosure temperature high trip value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26BT,TC,,
2861,K20SGA_ARATE,EGD.ProducedPages.Constants.Exchange9.Point_41,09.0160.0,ReadOnly,REAL,,%/s,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal buffer gas ctrl.auto rate,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K20SGA_ARATE,PCT_S,,
2862,KPLUBLOALM,EGD.ProducedPages.Constants.Exchange9.Point_40,09.0156.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,Low synthetic lube oil supply pressure ALM sp,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KPLUBLOALM,PRESSG,,
2863,K63NFDP_L,EGD.ProducedPages.Constants.Exchange9.Point_43,09.0168.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,N2 SECONDARY SEAL GAS HEADER LOW SET POINT,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63NFDP_L,PRESSG,,
2864,GP2PDIFF,EGD.ProducedPages.Constants.Exchange9.Point_42,09.0164.0,ReadOnly,REAL,,psia,1701122220,1000,Exchange9,172.16.111.255,Spread Limit,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:GP2PDIFF,PRESSA,,
2865,K65SVN,EGD.ProducedPages.Constants.Exchange9.Point_283,09.1128.0,ReadOnly,REAL,,Nl/m,1701122220,1000,Exchange9,172.16.111.255,NDE SECONDARY VENT FLOW TRANSMITTER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K65SVN,,,
2866,K71QL_ALM,EGD.ProducedPages.Constants.Exchange9.Point_282,09.1124.0,ReadOnly,REAL,,%,1701122220,1000,Exchange9,172.16.111.255,Synthetic oil tank level low alarm value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K71QL_ALM,PCT,,
2867,K63SD,EGD.ProducedPages.Constants.Exchange9.Point_281,09.1120.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,Starting device pump rest max.delivery pressure ,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SD,PRESSG,,
2868,K14SDBRKAWAY,EGD.ProducedPages.Constants.Exchange9.Point_280,09.1116.0,ReadOnly,REAL,,rpm,1701122220,1000,Exchange9,172.16.111.255,Starting device break away GG speed value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K14SDBRKAWAY,RPM,,
2869,K4MQEOFF,EGD.ProducedPages.Constants.Exchange9.Point_287,09.1144.0,ReadOnly,REAL,,min,1701122220,1000,Exchange9,172.16.111.255,Mineral oil emerg.pump cooldown OFF period,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K4MQEOFF,MIN,,
2870,K26LMTOT,EGD.ProducedPages.Constants.Exchange9.Point_286,09.1140.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,Mineral Oil Tank temperature Spread,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26LMTOT,TC_DIF,,
2871,K33SD_PG,EGD.ProducedPages.Constants.Exchange9.Point_285,09.1136.0,ReadOnly,REAL,,%/rpm,1701122220,1000,Exchange9,172.16.111.255,Starting dev.swashplate PI control prop. gain,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K33SD_PG,P_RPM,,
2872,K4SD_CTRLON,EGD.ProducedPages.Constants.Exchange9.Point_284,09.1132.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Start.dev.swashplate control enabl. time delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K4SD_CTRLON,SEC,,
2873,K65SVDL,EGD.ProducedPages.Constants.Exchange9.Point_289,09.1152.0,ReadOnly,REAL,,Nl/m,1701122220,1000,Exchange9,172.16.111.255,DE SECONDARY VENT FLOW TRANSMITTER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K65SVDL,,,
2874,K63P0TD,EGD.ProducedPages.Constants.Exchange9.Point_20,09.0076.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Inlet Plenum diff.pressure High time delayed value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63P0TD,SEC,,
2875,K63SDP1L,EGD.ProducedPages.Constants.Exchange9.Point_58,09.0228.0,ReadOnly,REAL,,psi,1701122220,1000,Exchange9,172.16.111.255,SEAL GAS AMPLIFIER LOW  VALUE,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SDP1L,PRESS,,
2876,K63SGD_LAG,EGD.ProducedPages.Constants.Exchange9.Point_59,09.0232.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal diff.press.#D lag value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SGD_LAG,SEC,,
2877,K33SD_RATE,EGD.ProducedPages.Constants.Exchange9.Point_54,09.0212.0,ReadOnly,REAL,,%/s,1701122220,1000,Exchange9,172.16.111.255,Starting dev.swashplate change rate,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K33SD_RATE,PCT_S,,
2878,K26CO_HF_LIM,EGD.ProducedPages.Constants.Exchange9.Point_55,09.0216.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,COCE Bearing Temperature Fault High Limit,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26CO_HF_LIM,TC,,
2879,KMTRGTIME,EGD.ProducedPages.Constants.Exchange9.Point_56,09.0220.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Cooldown motoring time,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KMTRGTIME,SEC,,
2880,K26MQT_SENSR,EGD.ProducedPages.Constants.Exchange9.Point_57,09.0224.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Mineral oil header temp.switch trouble alarm delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26MQT_SENSR,SEC,,
2881,KT8HIHITMP,EGD.ProducedPages.Constants.Exchange9.Point_50,09.0196.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,PT exhaust temperature high high setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KT8HIHITMP,TC,,
2882,KPLUBLOESN,EGD.ProducedPages.Constants.Exchange9.Point_51,09.0200.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,Low low synth lube oil supply pressure ESN sp,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KPLUBLOESN,PRESSG,,
2883,K65SGA_LAG,EGD.ProducedPages.Constants.Exchange9.Point_52,09.0204.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal inlet/balanc.diff.press.lag value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K65SGA_LAG,SEC,,
2884,K63MQON,EGD.ProducedPages.Constants.Exchange9.Point_53,09.0208.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Mineral oil pressure header pressure rise time,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63MQON,SEC,,
2885,KWS2FIHI_NS,EGD.ProducedPages.Constants.Exchange9.Point_215,09.0856.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,PT 2nd stage wheelspace FI temp high NS setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KWS2FIHI_NS,TC,,
2886,K33SD_LIGNRT,EGD.ProducedPages.Constants.Exchange9.Point_184,09.0732.0,ReadOnly,REAL,,%/s,1701122220,1000,Exchange9,172.16.111.255,Start.dev. ignition acc. preflame swashplate rate,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K33SD_LIGNRT,PCT_S,,
2887,K63MQALY,EGD.ProducedPages.Constants.Exchange9.Point_84,09.0332.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Mineral oil pressure normal time delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63MQALY,SEC,,
2888,K63MQT_SENSR,EGD.ProducedPages.Constants.Exchange9.Point_113,09.0448.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Miner.oil head.pressure switch trouble alarm delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63MQT_SENSR,SEC,,
2889,K71MQT2H,EGD.ProducedPages.Constants.Exchange9.Point_69,09.0272.0,ReadOnly,REAL,,%,1701122220,1000,Exchange9,172.16.111.255,Mineral oil run-down tank level low value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K71MQT2H,PCT,,
2890,K63SGBA_W,EGD.ProducedPages.Constants.Exchange9.Point_68,09.0268.0,ReadOnly,REAL,,psid,1701122220,1000,Exchange9,172.16.111.255,(1st) COMPRESSOR SEAL GAS BOOSTER LOW TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SGBA_W,PRESSD,,
2891,KWS2FIHI_ALM,EGD.ProducedPages.Constants.Exchange9.Point_67,09.0264.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,PT 2nd stage wheelspace FI temp high ALM setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KWS2FIHI_ALM,TC,,
2892,K63MQA2L,EGD.ProducedPages.Constants.Exchange9.Point_66,09.0260.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,Mineral oil header pressure low alarm value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63MQA2L,PRESSG,,
2893,K4BT_CD,EGD.ProducedPages.Constants.Exchange9.Point_65,09.0256.0,ReadOnly,REAL,,min,1701122220,1000,Exchange9,172.16.111.255,Turb.enclos.ventil.cooldown time after flame out,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K4BT_CD,MIN,,
2894,KP0H,EGD.ProducedPages.Constants.Exchange9.Point_64,09.0252.0,ReadOnly,REAL,,mmH2O,1701122220,1000,Exchange9,172.16.111.255,Inlet Plenum diff.pressure High Constant,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KP0H,,,
2895,K63ST_SENSR,EGD.ProducedPages.Constants.Exchange9.Point_63,09.0248.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Proc.Compr.Seal tertiary line pressure xmitters trouble delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63ST_SENSR,SEC,,
2896,K63GH1_DIFF,EGD.ProducedPages.Constants.Exchange9.Point_62,09.0244.0,ReadOnly,REAL,,psi,1701122220,1000,Exchange9,172.16.111.255,Proc.compr.1st header diff.pressure value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63GH1_DIFF,PRESS,,
2897,K26HCO1,EGD.ProducedPages.Constants.Exchange9.Point_61,09.0240.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,SEAL GAS ELECTRIC HEATER CUT OUT,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26HCO1,TC,,
2898,K63SDF2,EGD.ProducedPages.Constants.Exchange9.Point_60,09.0236.0,ReadOnly,REAL,,psid,1701122220,1000,Exchange9,172.16.111.255,Starting device filter diff. press. value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SDF2,PRESSD,,
2899,T3ADIFF,EGD.ProducedPages.Constants.Exchange9.Point_103,09.0408.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,T3ASEL Spread Limit,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:T3ADIFF,TC_DIF,,
2900,K26COTA_ALM,EGD.ProducedPages.Constants.Exchange9.Point_187,09.0744.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,COCE Thrust Bear.Active Side Temp.High Alm Value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26COTA_ALM,TC,,
2901,K86TG_ALM,EGD.ProducedPages.Constants.Exchange9.Point_78,09.0308.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Time delay TG working after turning gear on,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K86TG_ALM,SEC,,
2902,K63MQQ1H_ALM,EGD.ProducedPages.Constants.Exchange9.Point_79,09.0312.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Mineral oil filter diff.pressure high alarm delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63MQQ1H_ALM,SEC,,
2903,PX36DIFF,EGD.ProducedPages.Constants.Exchange9.Point_76,09.0300.0,ReadOnly,REAL,,psia,1701122220,1000,Exchange9,172.16.111.255,PX36SEL Spread Limit,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:PX36DIFF,PRESSA,,
2904,K4BTONZ,EGD.ProducedPages.Constants.Exchange9.Point_77,09.0304.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Turb.enclos.ventil.main fan operative time delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K4BTONZ,SEC,,
2905,K65SGC_LAG,EGD.ProducedPages.Constants.Exchange9.Point_74,09.0292.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal diff.press.#C lag value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K65SGC_LAG,SEC,,
2906,K52QFCZ,EGD.ProducedPages.Constants.Exchange9.Point_75,09.0296.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Lube oil cooler fans vibroswitches override time,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K52QFCZ,SEC,,
2907,GP2IDIFF,EGD.ProducedPages.Constants.Exchange9.Point_72,09.0284.0,ReadOnly,REAL,,psia,1701122220,1000,Exchange9,172.16.111.255,Spread Limit,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:GP2IDIFF,PRESSA,,
2908,K26MQA_FLT,EGD.ProducedPages.Constants.Exchange9.Point_73,09.0288.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,Mineral oil header temper.transmitters max.deviat.,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26MQA_FLT,TC_DIF,,
2909,KNPTHI,EGD.ProducedPages.Constants.Exchange9.Point_70,09.0276.0,ReadOnly,REAL,,rpm,1701122220,1000,Exchange9,172.16.111.255,PT speed Hi setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KNPTHI,RPM,,
2910,A26SGT1SP,EGD.ProducedPages.Constants.Exchange9.Point_71,09.0280.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,Seal gas #1 temperature control actual setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:A26SGT1SP,TC,,
2911,K33SDWW_PG,EGD.ProducedPages.Constants.Exchange9.Point_238,09.0948.0,ReadOnly,REAL,,%/rpm,1701122220,1000,Exchange9,172.16.111.255,Starting dev.swashplate PI ctrl prop. gain in WW,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K33SDWW_PG,P_RPM,,
2912,K63SGC_PROP,EGD.ProducedPages.Constants.Exchange9.Point_239,09.0952.0,ReadOnly,REAL,,%/psi,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal buffer gas ctrl.#C prop.gain,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SGC_PROP,PCT_P,,
2913,KPLUBFHALM,EGD.ProducedPages.Constants.Exchange9.Point_230,09.0916.0,ReadOnly,REAL,,psi,1701122220,1000,Exchange9,172.16.111.255,High SLO supply filter diff pressure ALM setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KPLUBFHALM,PRESS,,
2914,K28FDZ,EGD.ProducedPages.Constants.Exchange9.Point_231,09.0920.0,ReadOnly,REAL,,s,1701122220,1000,Exchange9,172.16.111.255,Flame detected time delay,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K28FDZ,SEC,,
2915,K33SD_TOFFRT,EGD.ProducedPages.Constants.Exchange9.Point_232,09.0924.0,ReadOnly,REAL,,%/s,1701122220,1000,Exchange9,172.16.111.255,Start.dev. turn off swashplate rate,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K33SD_TOFFRT,PCT_S,,
2916,K65SGB_SP_MN,EGD.ProducedPages.Constants.Exchange9.Point_233,09.0928.0,ReadOnly,REAL,,m3/hr,1701122220,1000,Exchange9,172.16.111.255,Proc.compr. seal buffer gas ctrl.#B setp.min.value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K65SGB_SP_MN,,,
2917,K26QVA,EGD.ProducedPages.Constants.Exchange9.Point_234,09.0932.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,Synth.oil vap.sep.cool.outlet temp.high alm value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26QVA,TC,,
2918,KTPTCA,EGD.ProducedPages.Constants.Exchange9.Point_235,09.0936.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,H.S.P.T. COOLING AND SEALING AIR TEMP.DIFF TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KTPTCA,TC_DIF,,
2919,K62CD_P,EGD.ProducedPages.Constants.Exchange9.Point_236,09.0940.0,ReadOnly,DINT,,hr,1701122220,1000,Exchange9,172.16.111.255,Cooldown time,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K62CD_P,HOURS,,
2920,KPSCVHALM,EGD.ProducedPages.Constants.Exchange9.Point_237,09.0944.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,High synthetic lube oil scavenge pressure ALM sp,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KPSCVHALM,PRESSG,,
2921,KWS1AIHALM,EGD.ProducedPages.Constants.Exchange9.Point_119,09.0472.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,PT 1st stage wheelspace AI temp high ALM setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KWS1AIHALM,TC,,
2922,K26COTIT_ALM,EGD.ProducedPages.Constants.Exchange9.Point_118,09.0468.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,COCE Thrust Bear. Inactive Side Temp.High HIgh Value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K26COTIT_ALM,TC,,
2923,KEH1_MN_DCY,EGD.ProducedPages.Constants.Exchange9.Point_81,09.0320.0,ReadOnly,REAL,,min,1701122220,1000,Exchange9,172.16.111.255,Seal Gas Heater #1 duty cycle min.time,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KEH1_MN_DCY,MIN,,
2924,KWS2AIHI_ALM,EGD.ProducedPages.Constants.Exchange9.Point_80,09.0316.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,PT 2nd stage wheelspace AI temp high ALM setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KWS2AIHI_ALM,TC,,
2925,K63SV_H_FLT,EGD.ProducedPages.Constants.Exchange9.Point_83,09.0328.0,ReadOnly,REAL,,psig,1701122220,1000,Exchange9,172.16.111.255,Proc.comp.seal prim.vent pr.out of range high lim,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:K63SV_H_FLT,PRESSG,,
2926,KWS1FIHNS,EGD.ProducedPages.Constants.Exchange9.Point_82,09.0324.0,ReadOnly,REAL,,?,1701122220,1000,Exchange9,172.16.111.255,PT 1st stage wheelspace FI temp high NS setpoint,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:Constants|EgdExchange:Exchange9|EgdVariable:KWS1FIHNS,TC,,
