#(V05.02.04C) EGD Point List Report for PTT_1609256_59_T1,,,,,,,,,,,,,,,,,,
Entry No,Variable,Point Name,Point Offset,Direction,Data Type,CIMPLICITY Resource,Units,Producer ID,Period(ms),Exchange Name,Destination,Description,Alias,Second Language Description,Path,Format Specification,,
1854,A77SD,EGD.ProducedPages.AnalogIN.Exchange8.Point_32,08.0128.0,ReadOnly,REAL,,rpm,1701122220,160,Exchange8,172.16.111.255,Starting device selected speed,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A77SD,RPM,,
1855,a63st_a,EGD.ProducedPages.AnalogIN.Exchange8.Point_33,08.0132.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Proc.Compr.Seal tertiary line pressure #A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63st_a,PRESSG,,
1856,HWIN_GP2PB,EGD.ProducedPages.AnalogIN.Exchange8.Point_30,08.0120.0,ReadOnly,REAL,,psia,1701122220,160,Exchange8,172.16.111.255,GP2PB Hardware input signal,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:HWIN_GP2PB,PRESSA,,
1857,a26sgdh2,EGD.ProducedPages.AnalogIN.Exchange8.Point_31,08.0124.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Compressor Seal Gas Inlet Temperature,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a26sgdh2,TC,,
1858,K63SGNH,EGD.ProducedPages.AnalogIN.Exchange8.Point_36,08.0144.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,N2 SEPARATION/SECONDARY SEAL GAS FILTERS HIGH TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K63SGNH,PRESSD,,
1859,a63pvtdc,EGD.ProducedPages.AnalogIN.Exchange8.Point_37,08.0148.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Compressor Primary Vent Trip #C-DE,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63pvtdc,PRESSG,,
1860,a63mqv1a,EGD.ProducedPages.AnalogIN.Exchange8.Point_34,08.0136.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Mineral oil tank pressure #A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63mqv1a,,,
1861,a63ep_a,EGD.ProducedPages.AnalogIN.Exchange8.Point_35,08.0140.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Turbine exhaust plenum pressure #A,C_001A_PDIT_271,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63ep_a,,,
1862,CHPTGBSEL,EGD.ProducedPages.AnalogIN.Exchange8.Point_102,08.0408.0,ReadOnly,REAL,,Ohm,1701122220,160,Exchange8,172.16.111.255,Transfer gear box chip detector resistance,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:CHPTGBSEL,OHMS,,
1863,a63sgbl,EGD.ProducedPages.AnalogIN.Exchange8.Point_49,08.0196.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,COMPRESS. SEAL GAS BOOSTER LEAKAGE,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgbl,PRESSG,,
1864,A63TS2_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_48,08.0192.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,COMPR. ANTI SURGE TEMP STRAINR DIFF PRESS,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63TS2_W,PRESS,,
1865,a63mqv1b,EGD.ProducedPages.AnalogIN.Exchange8.Point_45,08.0180.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Mineral oil tank pressure #B,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63mqv1b,,,
1866,GP2PSEL,EGD.ProducedPages.AnalogIN.Exchange8.Point_44,08.0176.0,ReadOnly,REAL,,psia,1701122220,160,Exchange8,172.16.111.255,GP2P selected value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:GP2PSEL,PRESSA,,
1867,a63sgdp1_2,EGD.ProducedPages.AnalogIN.Exchange8.Point_47,08.0188.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,SEAL GAS BOOSTER 1st STAGE DIFF.PRESS.#2,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgdp1_2,PRESS,,
1868,HWIN_CDPCURREF,EGD.ProducedPages.AnalogIN.Exchange8.Point_46,08.0184.0,ReadOnly,REAL,,%,1701122220,160,Exchange8,172.16.111.255,CDP Total Current reference to PSVO,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:HWIN_CDPCURREF,PCT,,
1869,K26WWTL,EGD.ProducedPages.AnalogIN.Exchange8.Point_41,08.0164.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,WASHING TANK TEMPERATURE TRANSMITTER LOW TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K26WWTL,TC,,
1870,a63nfp,EGD.ProducedPages.AnalogIN.Exchange8.Point_40,08.0160.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,N2 SECONDARY SEAL GAS HEADER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63nfp,PRESSG,,
1871,lmtth1b,EGD.ProducedPages.AnalogIN.Exchange8.Point_43,08.0172.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Mineral oil header temperature #B,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:lmtth1b,TC,,
1872,a65svd,EGD.ProducedPages.AnalogIN.Exchange8.Point_42,08.0168.0,ReadOnly,REAL,,Nl/m,1701122220,160,Exchange8,172.16.111.255,DE SECONDARY VENT FLOW TRANSMITTER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a65svd,,,
1873,a26qv1,EGD.ProducedPages.AnalogIN.Exchange8.Point_20,08.0080.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Synth.oil vapour separator cooler outlet temper.,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a26qv1,TC,,
1874,ftg2b,EGD.ProducedPages.AnalogIN.Exchange8.Point_58,08.0232.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Fuel gas inlet temperature #B,C_001A_TIT_100B,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:ftg2b,TC,,
1875,K71WWTL,EGD.ProducedPages.AnalogIN.Exchange8.Point_59,08.0236.0,ReadOnly,REAL,,%,1701122220,160,Exchange8,172.16.111.255,WASHING TANK PUMP LEVEL TRANSMITTER LOW TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K71WWTL,PCT,,
1876,a63sgba,EGD.ProducedPages.AnalogIN.Exchange8.Point_54,08.0216.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,(1st) COMPRESSOR SEAL GAS BOOSTER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgba,PRESSD,,
1877,A63TFP_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_55,08.0220.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Turbine inlet pre-filter diff.pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63TFP_W,,,
1878,a63mqa1,EGD.ProducedPages.AnalogIN.Exchange8.Point_56,08.0224.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Mineral oil discharge pumps pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63mqa1,PRESSG,,
1879,A63PVTS_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_57,08.0228.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Compressor Primary Vent Trip-NDE,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63PVTS_W,PRESSG,,
1880,A26SGDH1_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_50,08.0200.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,SEAL GAS DOWNSTREAM HEATER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A26SGDH1_W,TC,,
1881,a63sgc,EGD.ProducedPages.AnalogIN.Exchange8.Point_51,08.0204.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Proc.Compr.seal Vent/Balan.line diff.pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgc,PRESSG,,
1882,a63dsc,EGD.ProducedPages.AnalogIN.Exchange8.Point_52,08.0208.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,COMPR. DISCHARGE SIDE SEAL CHAMBER,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63dsc,PRESSG,,
1883,bcj2_1,EGD.ProducedPages.AnalogIN.Exchange8.Point_53,08.0212.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Proc. comp. journal brg. #2 temperature sens.#A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:bcj2_1,TC,,
1884,bcj1_1,EGD.ProducedPages.AnalogIN.Exchange8.Point_84,08.0336.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Proc. comp. journal brg. #1 temperature sens.#A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:bcj1_1,TC,,
1885,lmtot2,EGD.ProducedPages.AnalogIN.Exchange8.Point_113,08.0452.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Mineral oil tank temperature#2,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:lmtot2,TC,,
1886,PX36SEL,EGD.ProducedPages.AnalogIN.Exchange8.Point_69,08.0276.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,PX36 Selected Value,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:PX36SEL,PRESS,,
1887,HWIN_CDPCURREF_S,EGD.ProducedPages.AnalogIN.Exchange8.Point_68,08.0272.0,ReadOnly,REAL,,%,1701122220,160,Exchange8,172.16.111.255,CDP servo coil reference current S-PAC,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:HWIN_CDPCURREF_S,PCT,,
1888,a63sgb,EGD.ProducedPages.AnalogIN.Exchange8.Point_67,08.0268.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Proc.Compr.seal balancing line diff.pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgb,PRESSD,,
1889,a65sv1,EGD.ProducedPages.AnalogIN.Exchange8.Point_66,08.0264.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Proc.compr. seal primary vent suct.side flow,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a65sv1,PRESSD,,
1890,bcta_1,EGD.ProducedPages.AnalogIN.Exchange8.Point_65,08.0260.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Proc. comp. thrust. brg. act. temp. sens.#A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:bcta_1,TC,,
1891,K63SGBL_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_64,08.0256.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,COMPRESS. SEAL GAS BOOSTER LEAKAGE,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K63SGBL_W,PRESSG,,
1892,a26hco1,EGD.ProducedPages.AnalogIN.Exchange8.Point_63,08.0252.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Seal Gas electric heater cut-out temp.#A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a26hco1,TC,,
1893,a26sgh1b,EGD.ProducedPages.AnalogIN.Exchange8.Point_62,08.0248.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Seal gas heater skin temp.#b,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a26sgh1b,TC,,
1894,A63SS2_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_61,08.0244.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Starting device pump Suction pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63SS2_W,PRESSG,,
1895,a63sgd,EGD.ProducedPages.AnalogIN.Exchange8.Point_60,08.0240.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Proc.Compr.seal Vent/Balan.line diff.pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgd,PRESSG,,
1896,a63gd1,EGD.ProducedPages.AnalogIN.Exchange8.Point_103,08.0412.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,Proc.compr. 1st stage discharge pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63gd1,PRESS,,
1897,A26BCTI,EGD.ProducedPages.AnalogIN.Exchange8.Point_78,08.0312.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Proc. comp. thrust. brg. inact. temp. Median,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A26BCTI,TC,,
1898,a63qv,EGD.ProducedPages.AnalogIN.Exchange8.Point_79,08.0316.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Synthetic oil tank pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63qv,,,
1899,a26sgdh1,EGD.ProducedPages.AnalogIN.Exchange8.Point_76,08.0304.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Compressor Seal Gas Inlet Temperature,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a26sgdh1,TC,,
1900,A65SV2_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_77,08.0308.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Proc.compr. seal primary vent disch.side flow,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A65SV2_W,PRESSD,,
1901,pscv,EGD.ProducedPages.AnalogIN.Exchange8.Point_74,08.0296.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Synthetic lube oil scavenge pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:pscv,PRESSG,,
1902,A63SD1_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_75,08.0300.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Starting device pump delivery pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63SD1_W,PRESSG,,
1903,A63TFHE2_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_72,08.0288.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Turb.inlet air high-eff.filt.vent.side diff.press.,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63TFHE2_W,,,
1904,HWIN_GP2PA,EGD.ProducedPages.AnalogIN.Exchange8.Point_73,08.0292.0,ReadOnly,REAL,,psia,1701122220,160,Exchange8,172.16.111.255,GP2PA Hardware input signal,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:HWIN_GP2PA,PRESSA,,
1905,a63sv2b,EGD.ProducedPages.AnalogIN.Exchange8.Point_70,08.0280.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Proc.compr. seal primary vent disch.side press.#B,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sv2b,PRESSG,,
1906,A63TFHE3_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_71,08.0284.0,ReadOnly,REAL,,mmH2O,1701122220,160,Exchange8,172.16.111.255,Turbine inlet high eff.filter comb.side diff.pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63TFHE3_W,,,
1907,K63SSCH,EGD.ProducedPages.AnalogIN.Exchange8.Point_119,08.0476.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,COMPR. SUCTION SIDE SEAL CHAMBER HIGH THRESHOLD,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K63SSCH,PRESSG,,
1908,K63TSHH1,EGD.ProducedPages.AnalogIN.Exchange8.Point_118,08.0472.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,1ST STGE IN TEMP STRAINER DIFF  PR TRANS HIGH HIGH TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K63TSHH1,PRESS,,
1909,K63TSH2,EGD.ProducedPages.AnalogIN.Exchange8.Point_81,08.0324.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,1ST STGE IN TEMP STRAINER DIFF  PR TRANS HIGH TH,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:K63TSH2,PRESS,,
1910,a63mqq1,EGD.ProducedPages.AnalogIN.Exchange8.Point_80,08.0320.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Mineral oil filter differential pressure,C_001A_PDIT_109,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63mqq1,PRESSD,,
1911,ftg2a,EGD.ProducedPages.AnalogIN.Exchange8.Point_83,08.0332.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Fuel gas inlet temperature #A,C_001A_TIT_100A,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:ftg2a,TC,,
1912,bcj2_2,EGD.ProducedPages.AnalogIN.Exchange8.Point_82,08.0328.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Proc. comp. journal brg. #2 temperature sens.#B,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:bcj2_2,TC,,
1913,HWIN_CDPA,EGD.ProducedPages.AnalogIN.Exchange8.Point_85,08.0340.0,ReadOnly,REAL,,%,1701122220,160,Exchange8,172.16.111.255,CDP sensor input from sensor A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:HWIN_CDPA,PCT,,
1914,a63sv1a,EGD.ProducedPages.AnalogIN.Exchange8.Point_111,08.0444.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Proc.compr. seal primary vent suct.side press.#A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sv1a,PRESSG,,
1915,CHPCSEL,EGD.ProducedPages.AnalogIN.Exchange8.Point_87,08.0348.0,ReadOnly,REAL,,Ohm,1701122220,160,Exchange8,172.16.111.255,Scavenge sump C chip detector resistance,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:CHPCSEL,OHMS,,
1916,a63sgn,EGD.ProducedPages.AnalogIN.Exchange8.Point_86,08.0344.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,N2 SEPARATION/SECONDARY SEAL GAS FILTERS,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgn,PRESSD,,
1917,pvg,EGD.ProducedPages.AnalogIN.Exchange8.Point_89,08.0356.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Variable geometry header pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:pvg,PRESSG,,
1918,CHPBSEL,EGD.ProducedPages.AnalogIN.Exchange8.Point_115,08.0460.0,ReadOnly,REAL,,Ohm,1701122220,160,Exchange8,172.16.111.255,Scavenge sump B chip detector resistance,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:CHPBSEL,OHMS,,
1919,a63sgbl_1,EGD.ProducedPages.AnalogIN.Exchange8.Point_114,08.0456.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,COMPRESSOR BALANCING DRUM PRES.,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sgbl_1,PRESSG,,
1920,a63tsc,EGD.ProducedPages.AnalogIN.Exchange8.Point_117,08.0468.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,N2 To Compr. Tertiary Carbon Ring Seals #C Pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63tsc,PRESSG,,
1921,A63HSF_W,EGD.ProducedPages.AnalogIN.Exchange8.Point_116,08.0464.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Pilot Oil Filter Difff Pressure. transmitter,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:A63HSF_W,PRESSD,,
1922,lmtth1a,EGD.ProducedPages.AnalogIN.Exchange8.Point_108,08.0432.0,ReadOnly,REAL,,?,1701122220,160,Exchange8,172.16.111.255,Mineral oil header temperature #A,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:lmtth1a,TC,,
1923,a63sga,EGD.ProducedPages.AnalogIN.Exchange8.Point_109,08.0436.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Proc.Compr.seal balancing line diff.pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63sga,PRESSD,,
1924,a63st_b,EGD.ProducedPages.AnalogIN.Exchange8.Point_90,08.0360.0,ReadOnly,REAL,,psig,1701122220,160,Exchange8,172.16.111.255,Proc.Compr.Seal tertiary line pressure #B,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63st_b,PRESSG,,
1925,plubf,EGD.ProducedPages.AnalogIN.Exchange8.Point_91,08.0364.0,ReadOnly,REAL,,psid,1701122220,160,Exchange8,172.16.111.255,Synt lube oil supply filter differential pressure,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:plubf,PRESSD,,
1926,a63gso,EGD.ProducedPages.AnalogIN.Exchange8.Point_92,08.0368.0,ReadOnly,REAL,,psi,1701122220,160,Exchange8,172.16.111.255,COMPR. LOADING VALVE DIFF. PRESSURE,,,System:PTT_1609256_59|Device:T1|EGD:|EgdPageList:ProducedPages|EgdPage:AnalogIN|EgdExchange:Exchange8|EgdVariable:a63gso,PRESS,,
